    ;GRANTEE_SCHEMA_NAME            ;GRANTEE                                                                           ;GRANTEE_TYPE;GRANTOR                           ;OBJECT_TYPE         ;SCHEMA_NAME                                                                       ;OBJECT_NAME                                                                     ;COLUMN_NAME;PRIVILEGE                                                           ;IS_GRANTABLE;IS_VALID
4213;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;FDT_TEST_CONTAINER_GEN_2_0626#DI                                                  ;STATUS                                                                          ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4214;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;FDT_TEST_CONTAINER_GEN_2_0626#DI                                                  ;WRITE                                                                           ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4215;?                              ;SAPHANADB                                                                         ;USER        ;FDT_TEST_CONTAINER_GEN_2_0626#DI  ;VIEW                ;FDT_TEST_CONTAINER_GEN_2_0626#DI                                                  ;M_MESSAGES                                                                      ;?          ;SELECT                                                              ;FALSE       ;TRUE    
4216;?                              ;SAPHANADB                                                                         ;USER        ;FDT_TEST_CONTAINER_GEN_2_0626#DI  ;VIEW                ;FDT_TEST_CONTAINER_GEN_2_0626#DI                                                  ;M_JOBS                                                                          ;?          ;SELECT                                                              ;FALSE       ;TRUE    
4217;?                              ;SAPHANADB                                                                         ;USER        ;FDT_TEST_CONTAINER_GEN_2_0626#DI  ;VIEW                ;FDT_TEST_CONTAINER_GEN_2_0626#DI                                                  ;M_ROLES                                                                         ;?          ;SELECT                                                              ;FALSE       ;TRUE    
4218;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;FDT_TEST_CONTAINER_GEN_2_0626#DI                                                  ;LOCK                                                                            ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4219;?                              ;_SYS_DI_OO_DEFAULTS                                                               ;ROLE        ;SYSTEM                            ;VIEW                ;_SYS_BI                                                                           ;BIMC_ALL_CUBES_HDI                                                              ;?          ;SELECT                                                              ;TRUE        ;TRUE    
4220;?                              ;PUBLIC                                                                            ;ROLE        ;_SYS_REPO                         ;VIEW                ;_SYS_BI                                                                           ;BIMC_ALL_AUTHORIZED_CUBES                                                       ;?          ;SELECT                                                              ;TRUE        ;TRUE    
4221;?                              ;BI_META_DATA_CONSUMER                                                             ;ROLE        ;_SYS_REPO                         ;VIEW                ;_SYS_BI                                                                           ;BIMC_ALL_AUTHORIZED_CUBES                                                       ;?          ;SELECT                                                              ;TRUE        ;TRUE    
4222;?                              ;sap.bc.ina.service.v2.userRole::INA_USER                                          ;ROLE        ;_SYS_REPO                         ;VIEW                ;_SYS_BI                                                                           ;BIMC_ALL_AUTHORIZED_CUBES                                                       ;?          ;SELECT                                                              ;FALSE       ;TRUE    
4223;?                              ;_SYS_DI_BI_CATALOG                                                                ;USER        ;SYSTEM                            ;VIEW                ;_SYS_BI                                                                           ;BIMC_ALL_AUTHORIZED_CUBES                                                       ;?          ;SELECT                                                              ;FALSE       ;TRUE    
4224;?                              ;_SYS_DI_OO_DEFAULTS                                                               ;ROLE        ;SYSTEM                            ;VIEW                ;_SYS_BI                                                                           ;BIMC_ALL_AUTHORIZED_CUBES                                                       ;?          ;SELECT                                                              ;TRUE        ;TRUE    
4225;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE_WITH_GRANT_OPTION                                     ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_DECISION_TREE_FC_PREDICT                                                    ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
4226;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE                                                       ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_GBDT                                                                        ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4227;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE_WITH_GRANT_OPTION                                     ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_GBDT                                                                        ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
4228;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE                                                       ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_GBDT_PREDICT                                                                ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4229;?                              ;BI_META_DATA_CONSUMER                                                             ;ROLE        ;_SYS_REPO                         ;VIEW                ;_SYS_BI                                                                           ;BIMC_CUBES                                                                      ;?          ;SELECT                                                              ;TRUE        ;TRUE    
4230;?                              ;PUBLIC                                                                            ;ROLE        ;_SYS_REPO                         ;VIEW                ;_SYS_BI                                                                           ;BIMC_CUBES                                                                      ;?          ;SELECT                                                              ;TRUE        ;TRUE    
4231;?                              ;_SYS_DI_BI_CATALOG                                                                ;USER        ;SYSTEM                            ;VIEW                ;_SYS_BI                                                                           ;BIMC_CUBES                                                                      ;?          ;SELECT                                                              ;FALSE       ;TRUE    
4232;?                              ;_SYS_DI_OO_DEFAULTS                                                               ;ROLE        ;SYSTEM                            ;VIEW                ;_SYS_BI                                                                           ;BIMC_CUBES                                                                      ;?          ;SELECT                                                              ;TRUE        ;TRUE    
4233;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE_WITH_GRANT_OPTION                                     ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_GBDT_PREDICT                                                                ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
4234;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE                                                       ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_HGBT                                                                        ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4235;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE_WITH_GRANT_OPTION                                     ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_HGBT                                                                        ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
4236;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE                                                       ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_HGBT_OLD                                                                    ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4237;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE_WITH_GRANT_OPTION                                     ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_HGBT_OLD                                                                    ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
4238;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE                                                       ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_HGBT_PREDICT                                                                ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4239;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE_WITH_GRANT_OPTION                                     ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_HGBT_PREDICT                                                                ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
4240;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE                                                       ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_HGBT_PREDICT_FC                                                             ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4241;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE_WITH_GRANT_OPTION                                     ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_HGBT_PREDICT_FC                                                             ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
4242;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE                                                       ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_RANDOM_DECISION_TREES                                                       ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4243;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE_WITH_GRANT_OPTION                                     ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_RANDOM_DECISION_TREES                                                       ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
4244;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE                                                       ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_RANDOM_DECISION_TREES_PREDICT                                               ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4245;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE_WITH_GRANT_OPTION                                     ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_RANDOM_DECISION_TREES_PREDICT                                               ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
4246;?                              ;AFL__SYS_AFL_AFLPAL_EXECUTE                                                       ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;PAL_RANDOM_DECISION_TREES_PREDICT_FC                                            ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4247;?                              ;PUBLIC                                                                            ;ROLE        ;_SYS_REPO                         ;VIEW                ;_SYS_BI                                                                           ;BIMC_VARIABLE_VALUE                                                             ;?          ;SELECT                                                              ;TRUE        ;TRUE    
4248;?                              ;sap.bc.ina.service.v2.userRole::INA_USER                                          ;ROLE        ;_SYS_REPO                         ;VIEW                ;_SYS_BI                                                                           ;BIMC_VARIABLE_VALUE                                                             ;?          ;SELECT                                                              ;FALSE       ;TRUE    
4249;?                              ;_SYS_DI_BI_CATALOG                                                                ;USER        ;SYSTEM                            ;VIEW                ;_SYS_BI                                                                           ;BIMC_VARIABLE_VALUE                                                             ;?          ;SELECT                                                              ;FALSE       ;TRUE    
4250;?                              ;_SYS_DI_OO_DEFAULTS                                                               ;ROLE        ;SYSTEM                            ;VIEW                ;_SYS_BI                                                                           ;BIMC_VARIABLE_VALUE                                                             ;?          ;SELECT                                                              ;TRUE        ;TRUE    
4251;?                              ;PUBLIC                                                                            ;ROLE        ;_SYS_REPO                         ;VIEW                ;_SYS_BI                                                                           ;BIMC_PROPERTIES_VIEW                                                            ;?          ;SELECT                                                              ;TRUE        ;TRUE    
4252;?                              ;BI_META_DATA_CONSUMER                                                             ;ROLE        ;_SYS_REPO                         ;VIEW                ;_SYS_BI                                                                           ;BIMC_PROPERTIES_VIEW                                                            ;?          ;SELECT                                                              ;TRUE        ;TRUE    
4253;?                              ;sap.bc.ina.service.v2.userRole::INA_USER                                          ;ROLE        ;_SYS_REPO                         ;VIEW                ;_SYS_BI                                                                           ;BIMC_PROPERTIES_VIEW                                                            ;?          ;SELECT                                                              ;FALSE       ;TRUE    
4254;?                              ;_SYS_DI_BI_CATALOG                                                                ;USER        ;SYSTEM                            ;VIEW                ;_SYS_BI                                                                           ;BIMC_PROPERTIES_VIEW                                                            ;?          ;SELECT                                                              ;FALSE       ;TRUE    
4255;?                              ;_SYS_DI_OO_DEFAULTS                                                               ;ROLE        ;SYSTEM                            ;VIEW                ;_SYS_BI                                                                           ;BIMC_PROPERTIES_VIEW                                                            ;?          ;SELECT                                                              ;TRUE        ;TRUE    
4256;?                              ;PUBLIC                                                                            ;ROLE        ;_SYS_REPO                         ;VIEW                ;_SYS_BI                                                                           ;BIMC_DIMENSIONS_HDI                                                             ;?          ;SELECT                                                              ;TRUE        ;TRUE    
4257;?                              ;BI_META_DATA_CONSUMER                                                             ;ROLE        ;_SYS_REPO                         ;VIEW                ;_SYS_BI                                                                           ;BIMC_DIMENSIONS_HDI                                                             ;?          ;SELECT                                                              ;TRUE        ;TRUE    
4258;?                              ;_SYS_DI_BI_CATALOG                                                                ;USER        ;SYSTEM                            ;VIEW                ;_SYS_BI                                                                           ;BIMC_DIMENSIONS_HDI                                                             ;?          ;SELECT                                                              ;FALSE       ;TRUE    
4259;?                              ;_SYS_DI_OO_DEFAULTS                                                               ;ROLE        ;SYSTEM                            ;VIEW                ;_SYS_BI                                                                           ;BIMC_DIMENSIONS_HDI                                                             ;?          ;SELECT                                                              ;TRUE        ;TRUE    
4260;?                              ;_SYS_DI_BI_CATALOG                                                                ;USER        ;SYSTEM                            ;VIEW                ;_SYS_BI                                                                           ;BIMC_DIMENSIONS                                                                 ;?          ;SELECT                                                              ;FALSE       ;TRUE    
4261;?                              ;_SYS_DI_OO_DEFAULTS                                                               ;ROLE        ;SYSTEM                            ;VIEW                ;_SYS_BI                                                                           ;BIMC_DIMENSIONS                                                                 ;?          ;SELECT                                                              ;TRUE        ;TRUE    
4262;?                              ;PUBLIC                                                                            ;ROLE        ;_SYS_REPO                         ;VIEW                ;_SYS_BI                                                                           ;BIMC_DIMENSIONS                                                                 ;?          ;SELECT                                                              ;TRUE        ;TRUE    
4263;?                              ;sap.bc.ina.service.v2.userRole::INA_USER                                          ;ROLE        ;_SYS_REPO                         ;VIEW                ;_SYS_BI                                                                           ;BIMC_DIMENSIONS                                                                 ;?          ;SELECT                                                              ;FALSE       ;TRUE    
4264;?                              ;BI_META_DATA_CONSUMER                                                             ;ROLE        ;_SYS_REPO                         ;VIEW                ;_SYS_BI                                                                           ;BIMC_DIMENSIONS                                                                 ;?          ;SELECT                                                              ;TRUE        ;TRUE    
4265;?                              ;_SYS_DI_BI_CATALOG                                                                ;USER        ;SYSTEM                            ;VIEW                ;_SYS_BI                                                                           ;BIMC_MEASURES_INT                                                               ;?          ;SELECT                                                              ;FALSE       ;TRUE    
4266;?                              ;BI_META_DATA_CONSUMER                                                             ;ROLE        ;_SYS_REPO                         ;VIEW                ;_SYS_BI                                                                           ;BIMC_MEASURES_HDI                                                               ;?          ;SELECT                                                              ;TRUE        ;TRUE    
4267;?                              ;PUBLIC                                                                            ;ROLE        ;_SYS_REPO                         ;VIEW                ;_SYS_BI                                                                           ;BIMC_MEASURES_HDI                                                               ;?          ;SELECT                                                              ;TRUE        ;TRUE    
4268;?                              ;_SYS_DI_BI_CATALOG                                                                ;USER        ;SYSTEM                            ;VIEW                ;_SYS_BI                                                                           ;BIMC_MEASURES_HDI                                                               ;?          ;SELECT                                                              ;FALSE       ;TRUE    
4269;?                              ;_SYS_DI_OO_DEFAULTS                                                               ;ROLE        ;SYSTEM                            ;VIEW                ;_SYS_BI                                                                           ;BIMC_MEASURES_HDI                                                               ;?          ;SELECT                                                              ;TRUE        ;TRUE    
4270;?                              ;PUBLIC                                                                            ;ROLE        ;_SYS_REPO                         ;VIEW                ;_SYS_BI                                                                           ;BIMC_MEASURES                                                                   ;?          ;SELECT                                                              ;TRUE        ;TRUE    
4271;?                              ;BI_META_DATA_CONSUMER                                                             ;ROLE        ;_SYS_REPO                         ;VIEW                ;_SYS_BI                                                                           ;BIMC_MEASURES                                                                   ;?          ;SELECT                                                              ;TRUE        ;TRUE    
4272;?                              ;_SYS_DI_BI_CATALOG                                                                ;USER        ;SYSTEM                            ;VIEW                ;_SYS_BI                                                                           ;BIMC_MEASURES                                                                   ;?          ;SELECT                                                              ;FALSE       ;TRUE    
4273;?                              ;AFL__SYS_AFL_APL_AREA_EXECUTE                                                     ;ROLE        ;_SYS_AFL                          ;PROCEDURE           ;_SYS_AFL                                                                          ;APL_PARALLEL_APPLY_MODEL                                                        ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4274;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#DI                                                ;CANCEL                                                                          ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4275;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#DI                                                ;DELETE                                                                          ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4276;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#DI                                                ;GET_DEPENDENCIES                                                                ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4277;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#DI                                                ;GET_MAKE_GROUPS                                                                 ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4278;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#DI                                                ;GRANT_CONTAINER_SCHEMA_PRIVILEGES                                               ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4279;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#DI                                                ;GRANT_CONTAINER_SCHEMA_ROLES                                                    ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4280;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#DI                                                ;LIST                                                                            ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4281;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#DI                                                ;LIST_CONFIGURED_LIBRARIES                                                       ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4282;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#DI                                                ;LIST_DEPLOYED                                                                   ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4283;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#DI                                                ;MAKE                                                                            ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4284;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#DI                                                ;MAKE_ASYNC                                                                      ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4285;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#DI                                                ;READ                                                                            ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4286;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#DI                                                ;READ_DEPLOYED                                                                   ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4287;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#DI                                                ;REVOKE_CONTAINER_SCHEMA_PRIVILEGES                                              ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4288;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#DI                                                ;REVOKE_CONTAINER_SCHEMA_ROLES                                                   ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4289;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#DI                                                ;STATUS                                                                          ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4290;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#DI                                                ;WRITE                                                                           ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4291;?                              ;SAPHANADB                                                                         ;USER        ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#DI;VIEW                ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#DI                                                ;M_MESSAGES                                                                      ;?          ;SELECT                                                              ;FALSE       ;TRUE    
4292;?                              ;SAPHANADB                                                                         ;USER        ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#DI;VIEW                ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#DI                                                ;M_JOBS                                                                          ;?          ;SELECT                                                              ;FALSE       ;TRUE    
4293;?                              ;SAPHANADB                                                                         ;USER        ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#DI;VIEW                ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#DI                                                ;M_ROLES                                                                         ;?          ;SELECT                                                              ;FALSE       ;TRUE    
4294;?                              ;SAPHANADB                                                                         ;USER        ;_SYS_DI                           ;PROCEDURE           ;FDT_CP_TEST_SMC_DEPLOYMENT_8918#DI                                                ;LOCK                                                                            ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4295;?                              ;SAPS4H_RT_7937#DI                                                                 ;USER        ;SYS                               ;MONITORVIEW         ;SYS                                                                               ;M_DI_CONTAINER_OBJECTS_                                                         ;?          ;SELECT                                                              ;TRUE        ;TRUE    
4296;?                              ;SYSTEM                                                                            ;USER        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;AFLPM_CREATOR_NOTHROW_DEV                                                       ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
4297;?                              ;AFLPM_CREATOR_ERASER_EXECUTE                                                      ;ROLE        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;AFLPM_CREATOR_NOTHROW_DEV                                                       ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4298;?                              ;_SYS_REPO                                                                         ;USER        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;AFLPM_CREATOR_NOTHROW_DEV                                                       ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4299;?                              ;SYSTEM                                                                            ;USER        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;AFLPM_CREATOR_DEV                                                               ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
4300;?                              ;AFLPM_CREATOR_ERASER_EXECUTE                                                      ;ROLE        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;AFLPM_CREATOR_DEV                                                               ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4301;?                              ;_SYS_REPO                                                                         ;USER        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;AFLPM_CREATOR_DEV                                                               ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4302;?                              ;AFLPM_CREATOR_ERASER_EXECUTE                                                      ;ROLE        ;SYSTEM                            ;PROCEDURE           ;SYSTEM                                                                            ;AFLPM_CREATOR                                                                   ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4303;?                              ;SYSTEM                                                                            ;USER        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;AFLPM_ERASER_NOTHROW_DEV                                                        ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
4304;?                              ;AFLPM_CREATOR_ERASER_EXECUTE                                                      ;ROLE        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;AFLPM_ERASER_NOTHROW_DEV                                                        ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4305;?                              ;_SYS_REPO                                                                         ;USER        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;AFLPM_ERASER_NOTHROW_DEV                                                        ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4306;?                              ;SYSTEM                                                                            ;USER        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;AFLPM_ERASER_DEV                                                                ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
4307;?                              ;AFLPM_CREATOR_ERASER_EXECUTE                                                      ;ROLE        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;AFLPM_ERASER_DEV                                                                ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4308;?                              ;_SYS_REPO                                                                         ;USER        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;AFLPM_ERASER_DEV                                                                ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4309;?                              ;AFLPM_CREATOR_ERASER_EXECUTE                                                      ;ROLE        ;SYSTEM                            ;PROCEDURE           ;SYSTEM                                                                            ;AFLPM_ERASER                                                                    ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
4310;?                              ;SYSTEM                                                                            ;USER        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;AFLPM_GENERATOR_DEV                                                             ;?          ;EXECUTE                                                             ;TRUE        ;TRUE    
4311;?                              ;_SYS_REPO                                                                         ;USER        ;SYS                               ;PROCEDURE           ;SYS                                                                               ;AFLPM_GENERATOR_DEV                                                             ;?          ;EXECUTE                                                             ;FALSE       ;TRUE    
